organisms	experiment_acc
MUS_MUSCULUS	GSE47049
MUS_MUSCULUS	GSE46984
MUS_MUSCULUS	GSE56520
MUS_MUSCULUS	GSE48463
HOMO_SAPIENS	GSE13504
HOMO_SAPIENS	GSE12650
HOMO_SAPIENS	GSE12773
HOMO_SAPIENS	GSE13041
HOMO_SAPIENS	GSE80287
HOMO_SAPIENS	GSE13142
HOMO_SAPIENS	GSE12667
HOMO_SAPIENS	GSE14378
HOMO_SAPIENS	GSE14280
HOMO_SAPIENS	GSE14383
HOMO_SAPIENS	GSE99008
HOMO_SAPIENS	GSE31448
HOMO_SAPIENS	GSE36936
HOMO_SAPIENS	GSE12662
HOMO_SAPIENS	GSE13124
HOMO_SAPIENS	GSE12843
HOMO_SAPIENS	GSE30219
HOMO_SAPIENS	GSE35566
HOMO_SAPIENS	GSE26576
HOMO_SAPIENS	GSE12720
HOMO_SAPIENS	GSE13314
HOMO_SAPIENS	GSE13671
HOMO_SAPIENS	GSE14062
HOMO_SAPIENS	GSE12886
HOMO_SAPIENS	GSE13002
RATTUS_NORVEGICUS	SRP075490
HOMO_SAPIENS	GSE13218
HOMO_SAPIENS	GSE14020
MUS_MUSCULUS	GSE96733
HOMO_SAPIENS	GSE12679
HOMO_SAPIENS	GSE59184
MUS_MUSCULUS	SRP028826
RATTUS_NORVEGICUS	SRP028826
MOUSE-RAT_HETEROKARYON	SRP028826
HOMO_SAPIENS	SRP047459
HOMO_SAPIENS	GSE13027
HOMO_SAPIENS	GSE13315
HOMO_SAPIENS	GSE12777
HOMO_SAPIENS	GSE13284
HOMO_SAPIENS	GSE37356
MUS_MUSCULUS	GSE66451
HOMO_SAPIENS	GSE12806
HOMO_SAPIENS	GSE12854
HOMO_SAPIENS	GSE30599
HOMO_SAPIENS	GSE13210
HOMO_SAPIENS	GSE13294
HOMO_SAPIENS	GSE13501
HOMO_SAPIENS	GSE13576
HOMO_SAPIENS	GSE12875
HOMO_SAPIENS	GSE13309
HOMO_SAPIENS	GSE12917
HOMO_SAPIENS	GSE12838
HOMO_SAPIENS	GSE13491
HOMO_SAPIENS	GSE12889
HOMO_SAPIENS	GSE13067
MUS_MUSCULUS	GSE98733
HOMO_SAPIENS	GSE12902
HOMO_SAPIENS	GSE11981
HOMO_SAPIENS	GSE12992
HOMO_SAPIENS	GSE13054
HOMO_SAPIENS	GSE13070
HOMO_SAPIENS	GSE19182
HOMO_SAPIENS	GSE11408
HOMO_SAPIENS	GSE13122
HOMO_SAPIENS	GSE13307
RATTUS_NORVEGICUS	SRP072843
HOMO_SAPIENS	GSE13849
HOMO_SAPIENS	GSE13073
HOMO_SAPIENS	GSE13234
HOMO_SAPIENS	GSE13136
MUS_MUSCULUS	GSE80488
RATTUS_NORVEGICUS	GSE1616
HOMO_SAPIENS	GSE13274
HOMO_SAPIENS	GSE13378
HOMO_SAPIENS	GSE13670
HOMO_SAPIENS	GSE13139
HOMO_SAPIENS	GSE48905
HOMO_SAPIENS	GSE13273
HOMO_SAPIENS	GSE13506
HOMO_SAPIENS	GSE13396
HOMO_SAPIENS	GSE30807
HOMO_SAPIENS	GSE13313
HOMO_SAPIENS	GSE13376
HOMO_SAPIENS	GSE13475
HOMO_SAPIENS	GSE3077
HOMO_SAPIENS	GSE30643
HOMO_SAPIENS	GSE13296
HOMO_SAPIENS	GSE13458
HOMO_SAPIENS	GSE13330
HOMO_SAPIENS	GSE13608
HOMO_SAPIENS	GSE13906
GALLUS_GALLUS	GSE31524
MUS_MUSCULUS	GSE31524
HOMO_SAPIENS	GSE31524
HOMO_SAPIENS	GSE32056
HOMO_SAPIENS	GSE3292
MUS_MUSCULUS	ERP005546
HOMO_SAPIENS	GSE13732
HOMO_SAPIENS	GSE13487
HOMO_SAPIENS	GSE13763
HOMO_SAPIENS	GSE13975
HOMO_SAPIENS	GSE13353
HOMO_SAPIENS	GSE30644
HOMO_SAPIENS	GSE13503
HOMO_SAPIENS	GSE14017
HOMO_SAPIENS	GSE27224
HOMO_SAPIENS	GSE13477
CAENORHABDITIS_ELEGANS	GSE46288
HOMO_SAPIENS	GSE14844
HOMO_SAPIENS	GSE39612
HOMO_SAPIENS	GSE14405
HOMO_SAPIENS	GSE14385
HOMO_SAPIENS	GSE66293
HOMO_SAPIENS	GSE13300
HOMO_SAPIENS	GSE20733
HOMO_SAPIENS	GSE13367
HOMO_SAPIENS	E-MTAB-3666
HOMO_SAPIENS	GSE13525
HOMO_SAPIENS	GSE13662
HOMO_SAPIENS	GSE14390
MUS_MUSCULUS	SRP044368
HOMO_SAPIENS	GSE13401
HOMO_SAPIENS	GSE13355
HOMO_SAPIENS	GSE13738
HOMO_SAPIENS	GSE13837
HOMO_SAPIENS	GSE14052
HOMO_SAPIENS	GSE13494
HOMO_SAPIENS	GSE13712
HOMO_SAPIENS	GSE13762
HOMO_SAPIENS	GSE13488
HOMO_SAPIENS	GSE30723
HOMO_SAPIENS	GSE13604
MUS_MUSCULUS	ERP006221
MUS_MUSCULUS_DOMESTICUS	ERP006221
MUS_MUSCULUS_CASTANEUS	ERP006221
HOMO_SAPIENS	GSE13736
HOMO_SAPIENS	GSE13577
HOMO_SAPIENS	GSE14001
HOMO_SAPIENS	GSE14231
HOMO_SAPIENS	GSE13606
HOMO_SAPIENS	GSE13710
HOMO_SAPIENS	GSE14051
MUS_MUSCULUS	GSE2197
HOMO_SAPIENS	GSE14103
HOMO_SAPIENS	GSE14108
HOMO_SAPIENS	GSE13787
HOMO_SAPIENS	GSE35283
HOMO_SAPIENS	GSE13909
HOMO_SAPIENS	GSE13911
HOMO_SAPIENS	GSE16219
HOMO_SAPIENS	GSE14538
HOMO_SAPIENS	GSE14827
HOMO_SAPIENS	GSE13785
HOMO_SAPIENS	GSE13899
HOMO_SAPIENS	GSE20847
HOMO_SAPIENS	GSE31358
HOMO_SAPIENS	GSE14011
HOMO_SAPIENS	GSE13931
HOMO_SAPIENS	GSE31255
MUS_MUSCULUS	GSE67823
HOMO_SAPIENS	GSE67823
HOMO_SAPIENS	GSE13811
HOMO_SAPIENS	GSE13827
HOMO_SAPIENS	GSE13828
HOMO_SAPIENS	GSE34455
HOMO_SAPIENS	GSE19491
HOMO_SAPIENS	GSE14924
HOMO_SAPIENS	GSE13887
MUS_MUSCULUS	GSE23845
HOMO_SAPIENS	GSE13904
GALLUS_GALLUS	GSE14509
HOMO_SAPIENS	GSE14926
HOMO_SAPIENS	GSE14879
HOMO_SAPIENS	GSE14955
MUS_MUSCULUS	GSE13173
HOMO_SAPIENS	GSE13791
HOMO_SAPIENS	GSE13818
HOMO_SAPIENS	GSE13985
HOMO_SAPIENS	GSE14519
HOMO_SAPIENS	GSE31048
HOMO_SAPIENS	GSE13933
HOMO_SAPIENS	GSE21354
MUS_MUSCULUS	GSE2585
HOMO_SAPIENS	GSE13917
HOMO_SAPIENS	GSE31193
RATTUS_NORVEGICUS	SRP075411
HOMO_SAPIENS	GSE14054
HOMO_SAPIENS	GSE14000
HOMO_SAPIENS	GSE14340
HOMO_SAPIENS	GSE31397
HOMO_SAPIENS	GSE83131
HOMO_SAPIENS	GSE14333
HOMO_SAPIENS	GSE6075
HOMO_SAPIENS	GSE32344
HOMO_SAPIENS	GSE32062
HOMO_SAPIENS	GSE31684
HOMO_SAPIENS	GSE14328
HOMO_SAPIENS	GSE14067
HOMO_SAPIENS	GSE58588
HOMO_SAPIENS	GSE14278
MUS_MUSCULUS	GSE62385
HOMO_SAPIENS	GSE14302
HOMO_SAPIENS	GSE7700
HOMO_SAPIENS	GSE14095
HOMO_SAPIENS	GSE31787
HOMO_SAPIENS	GSE33572
MUS_MUSCULUS	GSE63627
HOMO_SAPIENS	GSE14386
HOMO_SAPIENS	GSE35955
HOMO_SAPIENS	GSE40885
HOMO_SAPIENS	GSE79913
ARABIDOPSIS_THALIANA	E-MEXP-1829
MUS_MUSCULUS	GSE28342
HOMO_SAPIENS	GSE40215
HOMO_SAPIENS	GSE14407
HOMO_SAPIENS	GSE108089
HOMO_SAPIENS	GSE14434
HOMO_SAPIENS	GSE14671
HOMO_SAPIENS	GSE14334
HOMO_SAPIENS	GSE14429
MUS_MUSCULUS	GSE99556
HOMO_SAPIENS	GSE14491
HOMO_SAPIENS	GSE14596
HOMO_SAPIENS	GSE14642
HOMO_SAPIENS	GSE49536
HOMO_SAPIENS	GSE651
HOMO_SAPIENS	GSE73883
MUS_MUSCULUS	GSE65472
MUS_MUSCULUS	GSE21247
HOMO_SAPIENS	GSE68605
MUS_MUSCULUS	GSE107430
HOMO_SAPIENS	GSE107430
MUS_MUSCULUS	GSE12275
MUS_MUSCULUS	GSE26517
HOMO_SAPIENS	GSE66837
HOMO_SAPIENS	GSE55285
HOMO_SAPIENS	GSE77907
HOMO_SAPIENS	GSE11318
HOMO_SAPIENS	GSE14580
HOMO_SAPIENS	GSE14680
HOMO_SAPIENS	GSE14841
HOMO_SAPIENS	GSE32054
HOMO_SAPIENS	GSE50700
MUS_MUSCULUS	GSE61562
MUS_MUSCULUS	GSE32354
HOMO_SAPIENS	GSE27536
MUS_MUSCULUS	GSE16207
MUS_MUSCULUS	GSE3595
HOMO_SAPIENS	SRP068279
HOMO_SAPIENS	GSE74265
HOMO_SAPIENS	GSE14380
HOMO_SAPIENS	GSE14701
HOMO_SAPIENS	GSE80179
HOMO_SAPIENS	GSE32503
HOMO_SAPIENS	GSE14801
HOMO_SAPIENS	GSE14464
HOMO_SAPIENS	GSE62941
MUS_MUSCULUS	GSE22969
MUS_MUSCULUS	GSE80983
HOMO_SAPIENS	GSE75333
HOMO_SAPIENS	GSE82155
HOMO_SAPIENS	GSE72642
HOMO_SAPIENS	GSE14842
HOMO_SAPIENS	GSE14845
HOMO_SAPIENS	GSE33825
HOMO_SAPIENS	GSE22250
HOMO_SAPIENS	GSE14346
HOMO_SAPIENS	GSE14474
MUS_MUSCULUS	GSE77498
MUS_MUSCULUS	GSE65350
MUS_MUSCULUS	GSE22041
HOMO_SAPIENS	GSE95529
MUS_MUSCULUS	GSE16390
HOMO_SAPIENS	GSE68891
HOMO_SAPIENS	GSE68833
HOMO_SAPIENS	GSE59412
HOMO_SAPIENS	GSE14503
HOMO_SAPIENS	GSE14537
HOMO_SAPIENS	GSE14886
HOMO_SAPIENS	GSE14479
HOMO_SAPIENS	GSE35014
HOMO_SAPIENS	GSE60882
HOMO_SAPIENS	GSE14956
HOMO_SAPIENS	GSE32719
HOMO_SAPIENS	GSE87813
HOMO_SAPIENS	GSE16382
HOMO_SAPIENS	GSE14883
HOMO_SAPIENS	GSE14507
MUS_MUSCULUS	GSE7598
HOMO_SAPIENS	GSE14711
HOMO_SAPIENS	GSE14970
HOMO_SAPIENS	GSE15026
HOMO_SAPIENS	GSE14668
HOMO_SAPIENS	GSE14773
HOMO_SAPIENS	GSE14807
SACCHAROMYCES_CEREVISIAE	GSE6329
HOMO_SAPIENS	GSE86147
MUS_MUSCULUS	GSE1479
MUS_MUSCULUS	GSE6514
HOMO_SAPIENS	GSE94923
MUS_MUSCULUS	GSE13526
HOMO_SAPIENS	GSE7500
PSEUDOMONAS_AERUGINOSA	GSE39044
PSEUDOMONAS_AERUGINOSA_PAO1	GSE39044
HOMO_SAPIENS	GSE14975
HOMO_SAPIENS	GSE15091
HOMO_SAPIENS	GSE14746
HOMO_SAPIENS	GSE32215
HOMO_SAPIENS	GSE4655
HOMO_SAPIENS	GSE15083
MUS_MUSCULUS	GSE99557
HOMO_SAPIENS	GSE99557
HOMO_SAPIENS	GSE3284
HOMO_SAPIENS	GSE30339
HOMO_SAPIENS	GSE35198
HOMO_SAPIENS	GSE33006
MUS_MUSCULUS	GSE864
MUS_MUSCULUS	SRP055461
HOMO_SAPIENS	GSE14834
HOMO_SAPIENS	GSE47392
HOMO_SAPIENS	GSE9361
MUS_MUSCULUS	GSE87842
HOMO_SAPIENS	GSE50614
HOMO_SAPIENS	GSE33325
HOMO_SAPIENS	GSE7696
HOMO_SAPIENS	SRP070060
MUS_MUSCULUS	SRP047452
HOMO_SAPIENS	GSE17906
HOMO_SAPIENS	GSE18323
HOMO_SAPIENS	GSE18182
MUS_MUSCULUS	ERP019494
HOMO_SAPIENS	GSE2403
HOMO_SAPIENS	GSE24027
HOMO_SAPIENS	GSE32959
HOMO_SAPIENS	GSE33706
HOMO_SAPIENS	GSE33643
MUS_MUSCULUS	GSE15774
HOMO_SAPIENS	GSE15368
HOMO_SAPIENS	GSE14897
HOMO_SAPIENS	GSE14905
HOMO_SAPIENS	GSE14988
HOMO_SAPIENS	GSE23604
ARABIDOPSIS_THALIANA	E-NASC-60
HOMO_SAPIENS	GSE79074
MUS_MUSCULUS	GSE1912
HOMO_SAPIENS	GSE15162
HOMO_SAPIENS	GSE15258
HOMO_SAPIENS	GSE15367
HOMO_SAPIENS	GSE25119
HOMO_SAPIENS	GSE15148
HOMO_SAPIENS	GSE14995
HOMO_SAPIENS	GSE15072
HOMO_SAPIENS	GSE77270
HOMO_SAPIENS	GSE15583
HOMO_SAPIENS	GSE14964
HOMO_SAPIENS	GSE15013
HOMO_SAPIENS	GSE60698
HOMO_SAPIENS	GSE15080
HOMO_SAPIENS	GSE15192
HOMO_SAPIENS	GSE15464
HOMO_SAPIENS	GSE15098
HOMO_SAPIENS	GSE14990
HOMO_SAPIENS	GSE15043
HOMO_SAPIENS	GSE15047
HOMO_SAPIENS	GSE33182
HOMO_SAPIENS	GSE15090
HOMO_SAPIENS	GSE15132
ARABIDOPSIS_THALIANA	E-MEXP-557
MUS_MUSCULUS	GSE15401
HOMO_SAPIENS	SRP050179
MUS_MUSCULUS	GSE54150
MUS_MUSCULUS	GSE43931
MUS_MUSCULUS	GSE43900
HOMO_SAPIENS	GSE43900
MUS_MUSCULUS	GSE44091
HOMO_SAPIENS	GSE15151
HOMO_SAPIENS	GSE15175
HOMO_SAPIENS	ERP008483
HOMO_SAPIENS	GSE14468
HOMO_SAPIENS	GSE15209
HOMO_SAPIENS	GSE15398
HOMO_SAPIENS	GSE23878
HOMO_SAPIENS	GSE33630
MUS_MUSCULUS	GSE14829
HOMO_SAPIENS	GSE24733
HOMO_SAPIENS	GSE96062
HOMO_SAPIENS	GSE15271
HOMO_SAPIENS	GSE15329
HOMO_SAPIENS	GSE15471
HOMO_SAPIENS	GSE33532
HOMO_SAPIENS	GSE24244
HOMO_SAPIENS	GSE15605
MUS_MUSCULUS	GSE39171
HOMO_SAPIENS	GSE15101
HOMO_SAPIENS	E-MTAB-81
HOMO_SAPIENS	GSE15645
MUS_MUSCULUS	E-MEXP-917
HOMO_SAPIENS	GSE15629
HOMO_SAPIENS	GSE15238
HOMO_SAPIENS	GSE34248
HOMO_SAPIENS	GSE25147
HOMO_SAPIENS	GSE15385
HOMO_SAPIENS	GSE15477
HOMO_SAPIENS	GSE27192
HOMO_SAPIENS	GSE15205
HOMO_SAPIENS	GSE15235
ARABIDOPSIS_THALIANA	E-ATMX-13
RATTUS_NORVEGICUS	GSE8444
HOMO_SAPIENS	GSE15543
HOMO_SAPIENS	GSE15799
SACCHAROMYCES_CEREVISIAE	GSE2076
HOMO_SAPIENS	GSE26455
HOMO_SAPIENS	ERP024091
HOMO_SAPIENS	GSE15174
HOMO_SAPIENS	GSE15240
SACCHAROMYCES_CEREVISIAE	GSE10066
HOMO_SAPIENS	GSE15636
HOMO_SAPIENS	GSE16024
HOMO_SAPIENS	ERP000992
HOMO_SAPIENS	GSE16028
HOMO_SAPIENS	GSE15220
HOMO_SAPIENS	GSE15239
HOMO_SAPIENS	GSE15537
HOMO_SAPIENS	GSE15237
HOMO_SAPIENS	GSE36098
HOMO_SAPIENS	GSE15400
MUS_MUSCULUS	GSE4224
HOMO_SAPIENS	GSE15459
HOMO_SAPIENS	GSE15903
HOMO_SAPIENS	GSE15490
HOMO_SAPIENS	GSE34298
HOMO_SAPIENS	GSE15395
HOMO_SAPIENS	GSE15575
HOMO_SAPIENS	GSE15481
MUS_MUSCULUS	GSE47906
HOMO_SAPIENS	GSE70531
HOMO_SAPIENS	GSE15323
HOMO_SAPIENS	GSE15296
MUS_MUSCULUS	GSE63242
HOMO_SAPIENS	GSE63242
HOMO_SAPIENS	GSE15392
HOMO_SAPIENS	GSE33874
HOMO_SAPIENS	GSE15434
HOMO_SAPIENS	GSE15455
HOMO_SAPIENS	GSE15743
HOMO_SAPIENS	GSE34331
HOMO_SAPIENS	GSE15709
HOMO_SAPIENS	GSE15773
HOMO_SAPIENS	GSE15949
HOMO_SAPIENS	GSE15935
HOMO_SAPIENS	GSE15735
HOMO_SAPIENS	GSE15619
MUS_MUSCULUS	E-MEXP-2824
HOMO_SAPIENS	GSE34515
HOMO_SAPIENS	GSE35170
MUS_MUSCULUS	SRP045805
HOMO_SAPIENS	GSE15520
HOMO_SAPIENS	GSE15824
MUS_MUSCULUS	SRP036025
MUS_MUSCULUS	GSE25118
HOMO_SAPIENS	GSE15615
HOMO_SAPIENS	GSE15932
HOMO_SAPIENS	GSE16452
HOMO_SAPIENS	GSE34454
HOMO_SAPIENS	GSE15460
HOMO_SAPIENS	GSE80407
HOMO_SAPIENS	GSE15918
HOMO_SAPIENS	GSE15553
HOMO_SAPIENS	GSE15749
HOMO_SAPIENS	GSE16080
HOMO_SAPIENS	GSE16538
MUS_MUSCULUS	GSE49787
HOMO_SAPIENS	GSE15499
HOMO_SAPIENS	GSE15913
HOMO_SAPIENS	GSE35199
HOMO_SAPIENS	GSE15947
HOMO_SAPIENS	GSE15960
HOMO_SAPIENS	GSE34299
PSEUDOMONAS_AERUGINOSA_PAO1	GSE87510
ARABIDOPSIS_THALIANA	E-NASC-5
HOMO_SAPIENS	GSE54627
HOMO_SAPIENS	GSE15811
HOMO_SAPIENS	GSE15893
HOMO_SAPIENS	GSE16051
MUS_MUSCULUS	GSE30864
HOMO_SAPIENS	GSE16020
HOMO_SAPIENS	GSE15495
HOMO_SAPIENS	GSE24235
HOMO_SAPIENS	GSE16032
HOMO_SAPIENS	GSE16093
HOMO_SAPIENS	GSE16098
HOMO_SAPIENS	GSE37982
HOMO_SAPIENS	GSE16155
HOMO_SAPIENS	GSE16194
HOMO_SAPIENS	GSE24187
HOMO_SAPIENS	GSE34042
HOMO_SAPIENS	GSE24150
HOMO_SAPIENS	GSE70415
HOMO_SAPIENS	GSE16015
HOMO_SAPIENS	GSE16097
HOMO_SAPIENS	GSE16478
HOMO_SAPIENS	GSE17543
HOMO_SAPIENS	GSE16648
HOMO_SAPIENS	GSE16677
HOMO_SAPIENS	GSE17014
HOMO_SAPIENS	GSE16249
HOMO_SAPIENS	GSE19188
HOMO_SAPIENS	GSE16464
HOMO_SAPIENS	GSE16450
HOMO_SAPIENS	GSE16477
HOMO_SAPIENS	GSE17407
ARABIDOPSIS_THALIANA	E-MEXP-1948
HOMO_SAPIENS	GSE16059
HOMO_SAPIENS	GSE16179
HOMO_SAPIENS	GSE16250
HOMO_SAPIENS	GSE16416
HOMO_SAPIENS	GSE16254
HOMO_SAPIENS	GSE16581
HOMO_SAPIENS	GSE16391
HOMO_SAPIENS	GSE16119
HOMO_SAPIENS	GSE16446
HOMO_SAPIENS	GSE80514
MUS_MUSCULUS	GSE18534
HOMO_SAPIENS	GSE16161
HOMO_SAPIENS	GSE16515
HOMO_SAPIENS	GSE16696
HOMO_SAPIENS	GSE17368
HOMO_SAPIENS	GSE17618
HOMO_SAPIENS	GSE16238
MUS_MUSCULUS	GSE21368
HOMO_SAPIENS	GSE24000
HOMO_SAPIENS	GSE18287
HOMO_SAPIENS	GSE16193
HOMO_SAPIENS	GSE16455
HOMO_SAPIENS	GSE17007
HOMO_SAPIENS	GSE17312
HOMO_SAPIENS	GSE16461
HOMO_SAPIENS	GSE16451
HOMO_SAPIENS	GSE16481
HOMO_SAPIENS	GSE16759
HOMO_SAPIENS	GSE17251
MUS_MUSCULUS	GSE20899
HOMO_SAPIENS	GSE16354
HOMO_SAPIENS	GSE17187
HOMO_SAPIENS	GSE17491
HOMO_SAPIENS	GSE35546
HOMO_SAPIENS	GSE16363
HOMO_SAPIENS	GSE17537
HOMO_SAPIENS	GSE16395
HOMO_SAPIENS	GSE16615
HOMO_SAPIENS	GSE15061
HOMO_SAPIENS	GSE17636
MUS_MUSCULUS	GSE40694
HOMO_SAPIENS	GSE16447
HOMO_SAPIENS	GSE35196
HOMO_SAPIENS	GSE35374
HOMO_SAPIENS	GSE35525
HOMO_SAPIENS	GSE16480
HOMO_SAPIENS	GSE16924
HOMO_SAPIENS	GSE16476
HOMO_SAPIENS	GSE16745
HOMO_SAPIENS	GSE17119
HOMO_SAPIENS	GSE17386
HOMO_SAPIENS	GSE17551
HOMO_SAPIENS	GSE47881
HOMO_SAPIENS	GSE16654
HOMO_SAPIENS	GSE16934
HOMO_SAPIENS	GSE16837
HOMO_SAPIENS	GSE17186
HOMO_SAPIENS	GSE66161
HOMO_SAPIENS	GSE17508
HOMO_SAPIENS	GSE60479
HOMO_SAPIENS	GSE17385
HOMO_SAPIENS	GSE81183
HOMO_SAPIENS	GSE17785
HOMO_SAPIENS	GSE13204
HOMO_SAPIENS	GSE16728
HOMO_SAPIENS	GSE35218
MUS_MUSCULUS	GSE21754
HOMO_SAPIENS	GSE17639
HOMO_SAPIENS	GSE16748
HOMO_SAPIENS	GSE25014
MUS_MUSCULUS	GSE25425
HOMO_SAPIENS	GSE25425
HOMO_SAPIENS	GSE18501
MUS_MUSCULUS	GSE110930
HOMO_SAPIENS	GSE17025
HOMO_SAPIENS	GSE13159
CERVUS_ELAPHUS	GSE20036
HOMO_SAPIENS	GSE35512
HOMO_SAPIENS	GSE100003
HOMO_SAPIENS	GSE19383
HOMO_SAPIENS	GSE19350
HOMO_SAPIENS	GSE17009
HOMO_SAPIENS	GSE17032
HOMO_SAPIENS	GSE16844
HOMO_SAPIENS	GSE16879
HOMO_SAPIENS	GSE17708
HOMO_SAPIENS	GSE18285
HOMO_SAPIENS	GSE18504
HOMO_SAPIENS	GSE16856
HOMO_SAPIENS	GSE17827
HOMO_SAPIENS	GSE82105
HOMO_SAPIENS	GSE17939
HOMO_SAPIENS	GSE74713
HOMO_SAPIENS	GSE17482
HOMO_SAPIENS	GSE17548
HOMO_SAPIENS	GSE18391
HOMO_SAPIENS	GSE17674
HOMO_SAPIENS	GSE17480
HOMO_SAPIENS	GSE17546
HOMO_SAPIENS	GSE18373
HOMO_SAPIENS	GSE18454
HOMO_SAPIENS	GSE100568
HOMO_SAPIENS	GSE60713
HOMO_SAPIENS	GSE17625
HOMO_SAPIENS	GSE17700
HOMO_SAPIENS	GSE17905
HOMO_SAPIENS	GSE18113
HOMO_SAPIENS	GSE34573
HOMO_SAPIENS	GSE18139
HOMO_SAPIENS	GSE18000
HOMO_SAPIENS	GSE92961
HOMO_SAPIENS	GSE17743
HOMO_SAPIENS	GSE17777
HOMO_SAPIENS	GSE83920
HOMO_SAPIENS	GSE82298
HOMO_SAPIENS	GSE86171
MUS_MUSCULUS	GSE55295
HOMO_SAPIENS	GSE35144
HOMO_SAPIENS	GSE20089
HOMO_SAPIENS	GSE88786
RATTUS_NORVEGICUS	SRP126749
PSEUDOMONAS_AERUGINOSA_PAO1	GSE104862
HOMO_SAPIENS	GSE17763
HOMO_SAPIENS	GSE18549
HOMO_SAPIENS	GSE35324
HOMO_SAPIENS	GSE89153
HOMO_SAPIENS	GSE92962
MUS_MUSCULUS	GSE29759
HOMO_SAPIENS	GSE73168
MUS_MUSCULUS	GSE69216
HOMO_SAPIENS	GSE9692
MUS_MUSCULUS	GSE4818
MUS_MUSCULUS	GSE52101
LYCOPERSICON_ESCULENTUM	E-MEXP-3888
HOMO_SAPIENS	GSE35452
HOMO_SAPIENS	GSE17772
HOMO_SAPIENS	GSE17832
PSEUDOMONAS_AERUGINOSA_PAO1	GSE16970
HOMO_SAPIENS	GSE61803
MUS_MUSCULUS	GSE43874
HOMO_SAPIENS	GSE35364
HOMO_SAPIENS	GSE83122
MUS_MUSCULUS	GSE17891
HOMO_SAPIENS	GSE17891
HOMO_SAPIENS	GSE18047
HOMO_SAPIENS	GSE18018
HOMO_SAPIENS	GSE18090
HOMO_SAPIENS	GSE35348
HOMO_SAPIENS	GSE63252
PSEUDOMONAS_AERUGINOSA_PA14	GSE32032
HOMO_SAPIENS	GSE17938
HOMO_SAPIENS	GSE18331
HOMO_SAPIENS	GSE19750
HOMO_SAPIENS	GSE19713
HOMO_SAPIENS	GSE60750
HOMO_SAPIENS	GSE18146
MUS_MUSCULUS	GSE69111
HOMO_SAPIENS	GSE69111
HOMO_SAPIENS	GSE35351
HOMO_SAPIENS	ERP002021
HOMO_SAPIENS	SRP058664
HOMO_SAPIENS	GSE17920
HOMO_SAPIENS	GSE17907
HOMO_SAPIENS	GSE18150
HOMO_SAPIENS	GSE18235
HOMO_SAPIENS	GSE18809
SACCHAROMYCES_CEREVISIAE	GSE2343
HOMO_SAPIENS	GSE18462
HOMO_SAPIENS	GSE18521
HOMO_SAPIENS	GSE18123
HOMO_SAPIENS	GSE18842
HOMO_SAPIENS	GSE18277
MUS_MUSCULUS	GSE3195
HOMO_SAPIENS	GSE53282
MUS_MUSCULUS	GSE19729
HOMO_SAPIENS	GSE35389
HOMO_SAPIENS	GSE35511
MUS_MUSCULUS	GSE117458
HOMO_SAPIENS	GSE18497
HOMO_SAPIENS	GSE35388
HOMO_SAPIENS	GSE83670
DROSOPHILA_MELANOGASTER	GSE35554
MUS_MUSCULUS	GSE35554
HOMO_SAPIENS	GSE35554
HOMO_SAPIENS	GSE85991
SACCHAROMYCES_CEREVISIAE	GSE31391
HOMO_SAPIENS	GSE8702
HOMO_SAPIENS	GSE18385
MUS_MUSCULUS	GSE14481
HOMO_SAPIENS	GSE93409
HOMO_SAPIENS	GSE18565
HOMO_SAPIENS	GSE18632
HOMO_SAPIENS	GSE18773
HOMO_SAPIENS	GSE35340
HOMO_SAPIENS	GSE35414
HOMO_SAPIENS	GSE108363
HOMO_SAPIENS	GSE23388
HOMO_SAPIENS	GSE18571
HOMO_SAPIENS	GSE18674
HOMO_SAPIENS	GSE18781
HOMO_SAPIENS	GSE18892
HOMO_SAPIENS	E-TABM-194
MUS_MUSCULUS	GSE49030
SACCHAROMYCES_CEREVISIAE	GSE31390
MUS_MUSCULUS	GSE45365
MUS_MUSCULUS	GSE6085
MUS_MUSCULUS	GSE54785
MUS_MUSCULUS	GSE68779
RATTUS_NORVEGICUS	GSE15887
HOMO_SAPIENS	GSE19864
MUS_MUSCULUS	GSE48086
PSEUDOMONAS_AERUGINOSA	GSE72613
HOMO_SAPIENS	GSE18728
HOMO_SAPIENS	GSE18739
MUS_MUSCULUS	GSE20503
HOMO_SAPIENS	GSE10435
HOMO_SAPIENS	GSE18810
HOMO_SAPIENS	GSE19128
HOMO_SAPIENS	GSE19281
HOMO_SAPIENS	GSE18736
HOMO_SAPIENS	GSE35373
MUS_MUSCULUS	GSE22903
HOMO_SAPIENS	GSE18973
HOMO_SAPIENS	GSE19314
HOMO_SAPIENS	GSE67738
HOMO_SAPIENS	GSE18997
HOMO_SAPIENS	GSE19238
HOMO_SAPIENS	GSE18934
HOMO_SAPIENS	GSE19278
MUS_MUSCULUS	GSE28895
MUS_MUSCULUS	GSE68515
HOMO_SAPIENS	GSE28005
MUS_MUSCULUS	GSE45019
MUS_MUSCULUS	GSE45005
HOMO_SAPIENS	ERP009295
HOMO_SAPIENS	GSE75929
MUS_MUSCULUS	GSE14354
MUS_MUSCULUS	GSE20465
HOMO_SAPIENS	GSE41828
HOMO_SAPIENS	GSE8167
HOMO_SAPIENS	GSE38367
MUS_MUSCULUS	GSE68745
MUS_MUSCULUS	GSE66193
MUS_MUSCULUS	GSE6506
MUS_MUSCULUS	GSE15069
MUS_MUSCULUS	GSE82248
